"PermitNum","StatusCurrent","AppliedDate","IssuedDate","CompletedDate","PermitType","PermitTypeMapped","PermitClass","PermitClassGroup","PermitClassMapped","WorkClass","WorkClassGroup","WorkClassMapped","Description","ApplicantName","ContractorName","HousingUnits","EstProjectCost","TotalSqFt","OriginalAddress","CommunityCode","CommunityName","Latitude","Longitude","LocationCount","LocationTypes","LocationAddresses","LocationsWKT","LocationsGeoJSON","Point"
"BP2025-01348","Completed","2025/01/24","2025/01/29","2025/02/12","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$34,464",,"51 HARVEST GROVE CL NE","HAR","HARVEST HILLS","51.15156804789","-114.04449184252","2","Titled Parcel;Building","51 HARVEST GROVE CL NE;51 HARVEST GROVE CL NE","MULTIPOINT (-114.04449184251712 51.15156804789442,-114.0446490022019 51.15160007178222)","{""type"":""MultiPoint"",""coordinates"":[[-114.0444918,51.151568],[-114.044649,51.1516001]]}","POINT (-114.04449184251712 51.15156804789442)"
"BP2024-09593","Issued Permit","2024/05/21","2024/11/19",,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","New","New","New","Secondary Suite",,,"1","$61,000",,"139R HARVEST GLEN RI NE","HAR","HARVEST HILLS","51.14621657758","-114.05104145279","3","Titled Parcel;Building;Building Suite","139 HARVEST GLEN RI NE;139 HARVEST GLEN RI NE;139R HARVEST GLEN RI NE","MULTIPOINT (-114.05104145279151 51.1462165775816,-114.05098560131485 51.14633440135399,-114.05098783333034 51.14641447952971)","{""type"":""MultiPoint"",""coordinates"":[[-114.0510415,51.1462166],[-114.0509856,51.1463344],[-114.0509878,51.1464145]]}","POINT (-114.05104145279151 51.1462165775816)"
"BP2024-02541","Completed","2024/02/14","2024/02/24","2024/02/29","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$18,536",,"39 HARVEST GROVE CM NE","HAR","HARVEST HILLS","51.14784049134","-114.04402682907","2","Titled Parcel;Building","39 HARVEST GROVE CM NE;39 HARVEST GROVE CM NE","MULTIPOINT (-114.04402682906502 51.14784049134249,-114.04419182185963 51.14781220186164)","{""type"":""MultiPoint"",""coordinates"":[[-114.0440268,51.1478405],[-114.0441918,51.1478122]]}","POINT (-114.04402682906502 51.14784049134249)"
"BP2025-12016","Completed","2025/06/22","2025/06/25","2025/08/08","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0","$4,404",,"370 HARVEST LAKE DR NE","HAR","HARVEST HILLS","51.14504710013","-114.04777818145","2","Titled Parcel;Building","370 HARVEST LAKE DR NE;370 HARVEST LAKE DR NE","MULTIPOINT (-114.04777818144827 51.145047100130405,-114.04765864901204 51.1451182474712)","{""type"":""MultiPoint"",""coordinates"":[[-114.0477782,51.1450471],[-114.0476586,51.1451182]]}","POINT (-114.04777818144827 51.145047100130405)"
"BP2024-04835","Completed","2024/03/21","2024/03/22","2024/08/02","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0","$7,046",,"47 HARVEST LAKE CR NE","HAR","HARVEST HILLS","51.15008776892","-114.05070580505","2","Titled Parcel;Building","47 HARVEST LAKE CR NE;47 HARVEST LAKE CR NE","MULTIPOINT (-114.05070580504562 51.15008776891917,-114.05052025061607 51.15008616815653)","{""type"":""MultiPoint"",""coordinates"":[[-114.0507058,51.1500878],[-114.0505203,51.1500862]]}","POINT (-114.05070580504562 51.15008776891917)"
"BP2024-01935","Completed","2024/02/05","2024/02/21","2024/05/31","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,"TRUE NORTH CONCRETE CUTTING AND CORING","1","$99,294",,"56B HARVEST OAK WY NE","HAR","HARVEST HILLS","51.15344502836","-114.05565517528","3","Titled Parcel;Building;Building Suite","56 HARVEST OAK WY NE;56 HARVEST OAK WY NE;56B HARVEST OAK WY NE","MULTIPOINT (-114.05565517528385 51.15344502835642,-114.05545827093923 51.15350217864804,-114.05551922838306 51.153508244658)","{""type"":""MultiPoint"",""coordinates"":[[-114.0556552,51.153445],[-114.0554583,51.1535022],[-114.0555192,51.1535082]]}","POINT (-114.05565517528385 51.15344502835642)"
"BP2024-04116","Completed","2024/03/10","2024/03/18","2024/04/05","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,,"1","$122,262",,"60R HARVEST PARK RD NE","HAR","HARVEST HILLS","51.15094674617","-114.05863694821","3","Titled Parcel;Building;Building Suite","60 HARVEST PARK RD NE;60 HARVEST PARK RD NE;60R HARVEST PARK RD NE","MULTIPOINT (-114.05863694821078 51.15094674617426,-114.05871886618377 51.15106161875149,-114.05878831726488 51.15112878090045)","{""type"":""MultiPoint"",""coordinates"":[[-114.0586369,51.1509467],[-114.0587189,51.1510616],[-114.0587883,51.1511288]]}","POINT (-114.05863694821078 51.15094674617426)"
"BP2024-10475","Completed","2024/05/30","2024/05/30","2025/06/24","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","New","New","New","Secondary Suite",,,"1","$109,163",,"190R HARVEST OAK VW NE","HAR","HARVEST HILLS","51.14806119448","-114.06111048743","3","Titled Parcel;Building;Building Suite","190 HARVEST OAK VW NE;190 HARVEST OAK VW NE;190R HARVEST OAK VW NE","MULTIPOINT (-114.06111048742626 51.14806119447979,-114.06093678657399 51.148014188718534,-114.0608055546245 51.14801508405148)","{""type"":""MultiPoint"",""coordinates"":[[-114.0611105,51.1480612],[-114.0609368,51.1480142],[-114.0608056,51.1480151]]}","POINT (-114.06111048742626 51.14806119447979)"
"BP2024-08647","Completed","2024/05/06","2024/09/05","2025/03/26","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,"ARK CONSTRUCTION","1","$82,964",,"145B HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14965960522","-114.04729219577","3","Titled Parcel;Building;Building Suite","145 HARVEST HILLS WY NE;145 HARVEST HILLS WY NE;145B HARVEST HILLS WY NE","MULTIPOINT (-114.04729219576846 51.14965960521944,-114.04739091275526 51.14975303882978,-114.04745530857902 51.14975888291259)","{""type"":""MultiPoint"",""coordinates"":[[-114.0472922,51.1496596],[-114.0473909,51.149753],[-114.0474553,51.1497589]]}","POINT (-114.04729219576846 51.14965960521944)"
"BP2024-10260","Completed","2024/05/28","2024/07/05","2025/04/28","Residential Improvement Project","Building","1113 - Detached Garage Dwelling Unit","Additional Dwelling","Residential","New","New","New","Additional Dwelling Unit",,,"1","$111,895",,"380G HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14254022892","-114.05658440748","2","Titled Parcel;Building","380 HARVEST ROSE CI NE;380G HARVEST ROSE CI NE","MULTIPOINT (-114.05658440747511 51.142540228921405,-114.05658023835139 51.14276542897088)","{""type"":""MultiPoint"",""coordinates"":[[-114.0565844,51.1425402],[-114.0565802,51.1427654]]}","POINT (-114.05658440747511 51.142540228921405)"
"BP2024-09397","Cancelled","2024/05/16",,"2025/04/03","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0",,,"45 HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15290096066","-114.04574358695","1","Titled Parcel","45 HARVEST HILLS MR NE","POINT (-114.04574358695082 51.15290096065942)","{""type"":""Point"",""coordinates"":[-114.0457436,51.152901]}","POINT (-114.04574358695082 51.15290096065942)"
"BP2024-03786","Completed","2024/03/05","2024/09/16","2025/05/26","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,,"0","$30,000",,"955 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14465651044","-114.05116129484","2","Titled Parcel;Building","955 HARVEST HILLS DR NE;955 HARVEST HILLS DR NE","MULTIPOINT (-114.05116129483832 51.144656510435006,-114.05130920856503 51.14466739495261)","{""type"":""MultiPoint"",""coordinates"":[[-114.0511613,51.1446565],[-114.0513092,51.1446674]]}","POINT (-114.05116129483832 51.144656510435006)"
"BP2024-00560","Completed","2024/01/11","2024/01/24","2025/01/06","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$20,076",,"11141 HARVEST WOOD RD NE","HAR","HARVEST HILLS","51.15213077853","-114.0541465376","2","Titled Parcel;Building","11141 HARVEST WOOD RD NE;11141 HARVEST WOOD RD NE","MULTIPOINT (-114.05414653760097 51.15213077853257,-114.0543346026029 51.15210875678276)","{""type"":""MultiPoint"",""coordinates"":[[-114.0541465,51.1521308],[-114.0543346,51.1521088]]}","POINT (-114.05414653760097 51.15213077853257)"
"BP2024-11366","Completed","2024/06/09","2024/07/04","2024/07/23","Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","Alteration","Improvement","Existing","Secondary Suite",,,"1",,,"503B HARVEST LAKE DR NE","HAR","HARVEST HILLS","51.14689266472","-114.05343880994","3","Titled Parcel;Building;Building Suite","503 HARVEST LAKE DR NE;503 HARVEST LAKE DR NE;503B HARVEST LAKE DR NE","MULTIPOINT (-114.05343880994141 51.14689266471912,-114.0534160172984 51.14677164846819,-114.05334030504028 51.14679013861828)","{""type"":""MultiPoint"",""coordinates"":[[-114.0534388,51.1468927],[-114.053416,51.1467716],[-114.0533403,51.1467901]]}","POINT (-114.05343880994141 51.14689266471912)"
"BP2024-03681","Hold","2024/03/04",,,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,"ECOLINE WINDOWS","0","$25,000",,"260 HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.14357364684","-114.06264682483","2","Titled Parcel;Building","260 HARVEST GOLD CI NE;260 HARVEST GOLD CI NE","MULTIPOINT (-114.06264682482811 51.143573646839634,-114.06255106412007 51.143460069779735)","{""type"":""MultiPoint"",""coordinates"":[[-114.0626468,51.1435736],[-114.0625511,51.1434601]]}","POINT (-114.06264682482811 51.143573646839634)"
"BP2024-12890","Completed","2024/06/26","2024/09/12","2025/03/28","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition",,"SUNCOAST ENCLOSURES","0","$25,218",,"120 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14918745502","-114.04777862588","2","Titled Parcel;Building","120 HARVEST HILLS WY NE;120 HARVEST HILLS WY NE","MULTIPOINT (-114.04777862587869 51.14918745502366,-114.04765261911542 51.149116623647295)","{""type"":""MultiPoint"",""coordinates"":[[-114.0477786,51.1491875],[-114.0476526,51.1491166]]}","POINT (-114.04777862587869 51.14918745502366)"
"BP2024-08079","Completed","2024/04/29","2024/05/02","2024/05/14","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$44,215",,"73 HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15321621811","-114.04412265435","2","Titled Parcel;Building","73 HARVEST HILLS MR NE;73 HARVEST HILLS MR NE","MULTIPOINT (-114.04412265435415 51.1532162181094,-114.04411107257829 51.15315246847589)","{""type"":""MultiPoint"",""coordinates"":[[-114.0441227,51.1532162],[-114.0441111,51.1531525]]}","POINT (-114.04412265435415 51.1532162181094)"
"BP2025-04625","Completed","2025/03/19","2025/04/01","2025/09/02","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition","DESERT SUN PATIOS","DESERT SUN PATIOS","0","$51,877",,"268 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.15031339694","-114.06055757292","2","Titled Parcel;Building","268 HARVEST HILLS DR NE;268 HARVEST HILLS DR NE","MULTIPOINT (-114.06055757291647 51.150313396940234,-114.06071458336899 51.15030270785659)","{""type"":""MultiPoint"",""coordinates"":[[-114.0605576,51.1503134],[-114.0607146,51.1503027]]}","POINT (-114.06055757291647 51.150313396940234)"
"BP2024-04856","Completed","2024/03/21","2025/03/05","2025/11/05","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,,"1","$84,273",,"41B HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15286491211","-114.04597549893","3","Titled Parcel;Building;Building Suite","41 HARVEST HILLS MR NE;41 HARVEST HILLS MR NE;41B HARVEST HILLS MR NE","MULTIPOINT (-114.04597549893347 51.1528649121069,-114.04595342482308 51.15280303660484,-114.04585375625405 51.15280594338837)","{""type"":""MultiPoint"",""coordinates"":[[-114.0459755,51.1528649],[-114.0459534,51.152803],[-114.0458538,51.1528059]]}","POINT (-114.04597549893347 51.1528649121069)"
"BP2025-04252","Completed","2025/03/12","2025/04/07","2025/10/27","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition",,,"0","$48,192",,"151 HARVEST PARK TC NE","HAR","HARVEST HILLS","51.14595865381","-114.05819355605","2","Titled Parcel;Building","151 HARVEST PARK TC NE;151 HARVEST PARK TC NE","MULTIPOINT (-114.0581935560517 51.14595865381254,-114.05818392197128 51.14607120811445)","{""type"":""MultiPoint"",""coordinates"":[[-114.0581936,51.1459587],[-114.0581839,51.1460712]]}","POINT (-114.0581935560517 51.14595865381254)"
"BP2024-12477","Cancelled","2024/06/21",,"2024/07/30","Commercial / Multi Family Project","Building","3303 - Gas Bar","Commercial","Non-Residential","Alteration","Improvement","Existing",,"C T M DESIGN SERVICES","EVOLVE ENERGY CONSTRUCTION","0",,,"150 96 AV NE","HAR","HARVEST HILLS","51.14211489532","-114.06791898658","2","Titled Parcel;Building","150 96 AV NE;150 96 AV NE","MULTIPOINT (-114.06791898658363 51.14211489532341,-114.06753701828293 51.14229493513933)","{""type"":""MultiPoint"",""coordinates"":[[-114.067919,51.1421149],[-114.067537,51.1422949]]}","POINT (-114.06791898658363 51.14211489532341)"
"BP2025-12590","Completed","2025/06/29","2025/07/08","2025/08/08","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0","$4,228",,"157 HARVEST PARK WY NE","HAR","HARVEST HILLS","51.14996418577","-114.05742485425","2","Titled Parcel;Building","157 HARVEST PARK WY NE;157 HARVEST PARK WY NE","MULTIPOINT (-114.05742485425024 51.149964185765846,-114.05726050665763 51.15000532170414)","{""type"":""MultiPoint"",""coordinates"":[[-114.0574249,51.1499642],[-114.0572605,51.1500053]]}","POINT (-114.05742485425024 51.149964185765846)"
"BP2025-02274","Completed","2025/02/07","2025/02/16","2025/03/03","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$39,961",,"341 HARVEST HILLS CO NE","HAR","HARVEST HILLS","51.1489495827","-114.04691058337","2","Titled Parcel;Building","341 HARVEST HILLS CO NE;341 HARVEST HILLS CO NE","MULTIPOINT (-114.04691058336527 51.148949582695586,-114.04699745000289 51.14887476357196)","{""type"":""MultiPoint"",""coordinates"":[[-114.0469106,51.1489496],[-114.0469975,51.1488748]]}","POINT (-114.04691058336527 51.148949582695586)"
"BP2025-03941","Issued Permit","2025/03/07","2025/06/04",,"Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","New","New","New","Secondary Suite",,,"1","$45,949",,"240B HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.14359308518","-114.06326066682","3","Titled Parcel;Building;Building Suite","240 HARVEST GOLD CI NE;240 HARVEST GOLD CI NE;240B HARVEST GOLD CI NE","MULTIPOINT (-114.06326066682082 51.143593085182545,-114.06322932366375 51.14351777842743,-114.06319649022494 51.14350225318528)","{""type"":""MultiPoint"",""coordinates"":[[-114.0632607,51.1435931],[-114.0632293,51.1435178],[-114.0631965,51.1435023]]}","POINT (-114.06326066682082 51.143593085182545)"
"BP2025-17845","Issued Permit","2025/09/11","2025/10/17",,"Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","Alteration","Improvement","Existing","Secondary Suite",,"JRL MECHANICAL CONTRACTING","1",,,"196 HARVEST GOLD HT NE","HAR","HARVEST HILLS","51.14512912555","-114.06196796695","2","Titled Parcel;Building","196 HARVEST GOLD HT NE;196 HARVEST GOLD HT NE","MULTIPOINT (-114.0619679669545 51.14512912554639,-114.06185525968449 51.14504046704727)","{""type"":""MultiPoint"",""coordinates"":[[-114.061968,51.1451291],[-114.0618553,51.1450405]]}","POINT (-114.0619679669545 51.14512912554639)"
"BP2025-17794","Completed","2025/09/11","2025/09/22","2025/10/01","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,"ARK CONSTRUCTION","0","$21,988",,"65 HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15312162663","-114.04465410122","2","Titled Parcel;Building","65 HARVEST HILLS MR NE;65 HARVEST HILLS MR NE","MULTIPOINT (-114.04465410122292 51.15312162663414,-114.04458620883833 51.153066618407934)","{""type"":""MultiPoint"",""coordinates"":[[-114.0446541,51.1531216],[-114.0445862,51.1530666]]}","POINT (-114.04465410122292 51.15312162663414)"
"BP2025-02949","Cancelled","2025/02/20",,"2025/02/20","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","New","New","New","Secondary Suite",,,"1",,,"240 HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.14359201357","-114.06322966803","2","Titled Parcel;Building","240 HARVEST GOLD CI NE;240 HARVEST GOLD CI NE","MULTIPOINT (-114.06322966802963 51.14359201357205,-114.06322932366324 51.14351777779503)","{""type"":""MultiPoint"",""coordinates"":[[-114.0632297,51.143592],[-114.0632293,51.1435178]]}","POINT (-114.06322966802963 51.14359201357205)"
